"","text"
"258","hope    deh tkde time  rayağÿ˜”"
"259"," baca berita  zaman ph    kena dakwa    psl "
"260","deh kena  punmasih xsedarlps  mintak bantu negara islam â€"
"261","   mudah warga italia  jarah supermarket dampak  jarah    uang  butuh makan â€"
"262","terima kasih tuhan  pembelajaran  juang  masamasa pandemi   jaga tubuh  sehat jaga pikir  sehat jaga mental  sehat"
"263","ahbap iyilik getirirğÿ’šğÿ’šğÿ’šğÿ’š  â€"
"264","melu mikir  sik luwih  timbang timbang"
"265","dok kalo  demam    a batuk filek  ganggu pernafasanapa    satak fositid "
"266","  miskin  teuduh ya   covidindonesia pictwittercomtlctttqwa"
"267","sumringah meni  wabah  adlyangbeen terap standar kasuselamatanjawa pos"
"268","kanit binmas polsek sempu lakukan patroli hadap kerumun orang  potensi luas sebar    pictwittercomhgynuohx"
"269","yth bpk anis baswedan  farel sibarani  bantu pemda dki putus sebar    lakukan edukasi  batas wag  maaf    bpk edukasi masif   warga dki  bpk kenan  no hp  tks"
"270","terima kasihatas info  putar covidtetap semangat  jaga sehat bersamalawancovid ğÿ’ğÿğÿ’ğÿ"
"271"," cabut omnibus law â€“atur hukum    pandemi    datangâ€“     rakyat indonesia  rentan  pinggir ã… atasiviruscabutomnibus"
"272","sakit  positif   dedah   kasus    arwah  staf kkmmgkin   mghargai jasa arwah  khidmat  menanggani "
"273","apooo aduhaiiiii  nk dana kempen  hah kempen pon nk mtk dana keğÿğÿâ€â™€ïğÿ‘€ prihatinrakyat covidmalaysia pictwittercomzhxsooa"
"274"," rumah  iya okk  kalo  rumah gue  tidur makan  tidur    gue  istirahat  untilltomorrow  besoksenin dirumahajaterus"
"275","salam kenapadedah nama   nyata dgpada mac  kena dedah identiti kasus positif  salam takziah  keluarga allahyarhamah â€"
"276","news about   hindi siya"
"277","idk  bingung  debat  bahas  tuju  cari solusi   manfaat ya    doang  "
"278","ya jakaa deh cancel solat jumaat minggu   kasus    teruk"
"279","mudah kasus   beransur pulih      doa ğÿğÿpictwittercomttohhiff"
"280","â€ skrinewskarantina kampong warga desa gura c tobelo tutup jalan masuk desa  takut  covidpictwittercomxniqmbthm"
"281","pohon kina kenal   obat sakit malaria  sakit autoimunâ covidpictwittercomkmlyalhy"
"282","breaking news kembang   status odp ora duwe hasil  tingkat tajam  status pdp positif dadi anggur  kian beambah  kelaparanatauketularan  coronaupdate â€“ at komodo airpo labu bajo nusa tenggara timur"
"283","sekolah  kayak   besoksenin  lockdownataumusnah pesansambat pictwittercomeysrjnwbf"
"284","bpkdan bpkjgtlg cari pasien  nomor  indonesia    jalan  cari jwbn  salam   malaysia   video rasisindia jarah jarah   italy  sudi    nkri harga mati"
"285","  rumah   desak  babal siapsiap  aman bapakbapak polisi pei video   anak muda jaring  mucil  rumah  khawatir sebar  stay at home wal beranairanai  bubuhanmupictwittercomgyzpqwmck"
"286","mari bahu bahu  pemerintah henti sebar  ğÿ™ğÿ™"
"287"," kian video    video animasi  ku tonton  habis â€"
"288","program kejut anis sukses bukti hsknya dki   terpapartewas "
"289","komisi ix dpr  gugus tugas   butuh apd â€"
"290","semprot   polsek pulau pinangpictwittercommgsvhi"
"291","jahat weih replies suruh drop subject extend  weih seriusly      netizen show their own true colours  takde jalan selesai and korban alhamdulillahhh syukur  deh habis ajar im skek with this selfish student ğÿ˜ â€"
"292","     tetangga gua  tinggal  tbc   rumah gempar  dengar gosip kalo orang  tinggal  "
"293","realokasi dana banprov penanganan    bagibagi sembako â€"
"294","h kak  rangka dukung langkah pemerintah kait cegah   catat stand meter langgan paskabayar tangguh    sahar"
"295","    orang kena dampak pandemi covidbisa     jalan inshaallah    berlaluentah   semoga   semoga   sabar  uji  semoga    sehatkanğÿ˜‡ğÿ˜‡ğÿ˜‡"
"296","repost ditjenpenataanagraria â€ â€ â€ â€ â€ â€   isolasi mandiri         lakukan  isolasi mandiri  protokol dasar isolasi mandiri  penanganan covidâ€ â€"
"297","aliko dangote mwenyewe anatumia tweeter for android wewe unaleta hapa nyenyenye   hatari tujikinge"
"298"," reja  hangpa   dibayaq  amal jariah   volunteer   malu kulaan batu  kak hikmah   malaysia  sanggup nak tengok  habisğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ â€"
"299"," rmo  wabak  niberjaya dibanteras   saving  wajib aware  isu  beli tong  simpan air mentah online business  time amal makan  tanam sayur  ternak ikan nk ternak kambing kos plak â€"
"300","semangat mas semoga negatif ya hasil tes  "
"301","pilih  cerdas   inisesemoga    ğÿ™ğÿ™"
"302"," cepat pergi    ramadhan    jalan pergi  damai    lagiğÿ™ bismillahirrahmannirahim amin"
"303","update    lamsel odp orang pdp viruscorona "
"304","min  info rumah sakit bogor   ygjadi rujuk  "
"305","hamiil berjamaah bayi  lahir jalur coronaa ğÿ˜ months after lockdown be like lockdownataumusnah   coronaindonesia pictwittercomvkmncond"
"306"," lux noh adhi hurawalhi reso inn baya test kuranee"
"307","setda banda acehwali kota harap odp    rumah â€"
"308"," ketua mpr bamsoet soesatyo  antisipasi krisis akibat pandemi  pemerintah   hati khusus  sektor ani tanam panganmprri â€"
"309","jakaakebijakan pemerintah  menangani wabah   covidâ  dasar riset ilmiah anggota komisi v dpr rieke diah pitaloka apresiasi langkahlangkah   lakukan pemerintah  hadap covidanggotakomis â€ pictwittercomgbdwbu"
"310","sundaythoughts kak kwako nyumbanitazama runinga yakwa habari  uhakika  utendetintvnews stayathomeandstaysafe  covidpictwittercomookezhlvâ pictwittercompeunvfof"
"311","rs    ya  pasien positif    misnya   jakaa bandung surabaya kalimantan sulawesi  papua  bawa  pasien  pulau galang ğÿ”  pasien  kritis demam batuk susah bernapasğÿ˜"
"312","   uji jelah  lihat kuat iman "
"313","  rumah gegara  â€"
"314"," ajar  jaga jarak       "
"315","â€ skrinewsantisipasi   pemerintah desa tri manunggal besea polsek tapung koramil tapung  puskasusmas tapung lakukan sosialisasi  semprot desinfektanpictwittercomfkkxtry"
"316","ätalyada son durum covidtr  â€ pictwittercombahomlgr"
"317","serah  istilah    putus rantai sebar  "
"318","hello there is your unroll thread bydisinfection chamber  efektivitas dipeanyakan   bunuh   lamaâ€ â€  you soon ğÿ–"
"319","ye  gara   wkwkwkwk"
"320","     tahan  muka  benda"
"321","life during  season manusia mewahk   beli stereng kete   lepas bro manusia miskink insha allah   beahan      langsung hidup  the difference  otak manusiaitu  still nak dengki"
"322","yanara  salur bantu apd  rsu adhyaksa  mensupomenyemangati  siswo spf sh dewan awas yanara   juang menangani  bersamapictwittercomipxeydi"
"323","rs saraswatialmarhum  masuk pdp  â€ pictwittercomcmifchrun"
"324","rs saraswatialmarhum  masuk pdp  â€ pictwittercommusyduf"
"325","wama  police tesobola  is  truepictwittercomlbdtanyik"
"326","sikap   kian massif pkb jabar gelar rakorwil daring â€"
"327","mati  vs mati lapar"
"328","ivcvitamincovid saglikcinikoru â€"
"329","sabar mas   peduli korban   peduli komoditas politik   semangat   relawan masjaga kasusehatangbu"
"330","wiki moja iliyopita idadi ya waathirika wa  marekani ilikuwa   leo hii namba imequadruple  kufikia kama trend itaendelea hivi basi mwisho wa wiki ijayo kutakuwa  wagonjwa zaidi ya"
"331","sebar   jatim rambah banyuwangi jombang tulungagung  pamekasan â€"
"332","  tular  je kat malaysia   dunia   arah patuh perintah kawal gerak pkp  tempoh pkp   gelagat manusia      degil   hati  busuk hati   puas hati "
"333","feeling  mauuna pang mawala yung feelings  sakanya sa sa  ğÿ˜"
"334","how kenyans  dp rutos living room ğÿğÿğÿ repentyenow  coronalessons pictwittercomtktbths"
"335","sir  kak   bhut achi baat kaay hain but  jo   pakistan ki economy  laga huwa h us p b baat karlya karen please ğÿ™ğÿ™ğÿ™"
"336","salam takziah  keluarga mangsa semoga rakyat msia  tabah  gigih perang "
"337"," dok dengaq hang  borak nak beli steering   duit raja meh layan member cundang tang corner    haaaaa harei perangai gampang anjing  manusia  hang dok sebat haishhhh â€"
"338","lindung     cinta  sebar   unduh pedulilindungi  unduh    henti sebar   indonesia ajar lengkap  link landing page"
"339","rapid test  efektif deteksi  â€"
"340","hntar je ais  xcukup duit   baris   covidnanti raja bayar lebihnk duit  "
"341","hahahaha tgok video   thread      hahahahahahahahahaha â€"
"342","biar  anggota  pdip kena  biar mampus "
"343","lockdownayo lockdown   musnah teriak   benardikira  lockdown   langsung hilangkeadaan  normalekonomi langsung  mimpi kalimalah  parah"
"344","muhammadsyahputra argasetya stayathome   cegah   allah maha  â€"
"345"," ret carane ekonomi urip teh ning ra ret carane ben uwong mati bal urip teh lockdownataumusnah jokowi jogja banyuwangi pesansambat indonesia covidpictwittercomhzvgxex"
"346"," provinsi  bersih  bengkulu babel gorontalo ntt â€"
"347","sebar   jatim rambah banyuwangi jombang tulungagung  pamekasan â€"
"348"," mtn suka ji tsoro sai suka siyar  company gagashi nakasa samun katin supictwittercomvxzftiod"
"349","sahabat tweeps       nge tweet mohon maafğÿ™ğÿ™    uji  allah ayah sakit deh repot anak sakit     ketemu   jarak     akibat wabah  pikir  rada mumet ğÿ™ğÿ™ğÿ˜ğÿ˜"
"350","bhabinkamtibmas desa cidahu aiptu suratman minggu maret pkl beempat  aula ds cidahu  rapat bentuk posko tanggulang wabah  pictwittercomzkywfjnbdp"
"351"," brimob polda sumbar peduli cegah   kota bukittinggipictwittercomeuecjfdp"
"352","galang dana  beujuan sedia apd  tenaga medis  juang menangani pasien  a  butuh pokok  kemudi ojek online  dagang keliling  dampak pandemi  covidindonesia â€"
"353","antil tumorow tumorow matamuwi urip kui antil tumorow gegara suruh rumah susah  dirumahaja"
"354","kadang   ataskadang   bawahapabila    jagan lupa lihat   stayathometv stayathome  malaysia insanbiasa duniasudahpenghujung thankyousomuchpm ilovepm pictwittercombgbbuavj"
"355","   ramai  pandai  bodo"
"356","â€ skrinewshujan lebat  sumba  hilang   pictwittercomxuodrlvxn"
"357","cegah   slurrrğÿ˜‡ kantang sumberharjo prambanan sleman  karantinawilayah  vs everybodypictwittercomyhooysm"
"358","naahhh  koreksi ğÿ˜‚ğÿ˜‚ğÿ˜‚     positif  beb"
"359","malam   vc an  emabibahfebbyternyata    ketemurasanya kangen bgtğÿ˜divc  omong sahabat   luv banget pokonyapandemi covidjodoh ujung  bahaspengen nikahğÿ˜‚ pokok  kangen kalianaku sayang  pakai banget huhu  youğÿ˜ââ"
"360","semoga  membantuğÿ™ viruscorona  stayathomeandstaysafe cnnindonesia coronaupdate recehkantwitterpictwittercomonmpynkjg"
"361","iya bang banyuwangi pasien positif "
"362","  anggap kebal   perusahaandan anggap bawa   pulang kampung ğÿ˜… stay strong buruh pabrik ğÿ˜‹"
"363","please info ya  ama negara   pasien positif   darurat        test  yaswaprapid test please info negara    an  "
"364","turashima akarere kak gatsibo kungamba batugaragarije zirigushyirwa muri gahunda ya guhashya burundu  nko kwita kubafite intege nke yaba kumubiri cyangwa mubushobozi abatishoboyeinkambi nyabiheke nutundi turere dukomeze twese imihigo â€"
"365","bayang     pandemi   banget egois tinggal rumah  nginep     rumah   peduli deh  rumah       pulang   takut  amitamit   ğÿ’”ğÿ˜"
"366","waspada bahaya  lockdownataumusnah pictwittercomcgzdldp"
"367","saran  coba kumpul data klinik  dokter praktik pribadi  ya    seringkali  orang ama   obat   rujuk    krisis apd terimakasih  usaha  apd  semoga manfaat   manfaat â€"
"368","nemu komen  instagram â€œ     ulang   covidâ€ ğÿ˜"
"369"," hilang  ramadhan"
"370","they said orang  takbir   industri seni right abang ipar  rilek je  rumah   tangguh sewa rumah mohon bantu  takde kecoh   ahli seni     kerja  program  cancel"
"371","peemuan ku  doi halang  "
"372","cegah tular   pilar jambang semprot disinfektan babinsa jambang koramil tipe b â€ pictwittercomfnhlming"
"373","until tomorrow tuh kayak simulasi sebar   "
"374"," lihat    percaya samahmmmm ceroboh  cianjur jejak buram pemerintah menangani pandemi  "
"375","tunggu reda pandemi  harapharap cemas pei tunggu lahir anak ama"
"376","  prof   bantah  quinine   alternatif anti    buah harap obat murah riah  sakit  digjaya  abad "
"377","murah    stay oyo   ye   umur    lenyap kompem  try stay  insyaallah"
"378","selow banget fahri n fadli  yajangan   kebal  â€"
"379"," maret sumutmedanpictwittercompdcgfruhui"
"380","kondisi tubuh  dirumahaja  negatif diabetes positif astagfirullah"
"381","pandemi    pei reedukasi msy indonesia   cuci tang      ğÿ”"
"382","kadang suka bingung   orang  salah     azab  rasis    come on buddy  samaâ€ doa   bantu  manusia     "
"383","c you not realize kalo apotek   ama kali orang sakit gue high possible infected  cari obat  selfmedication    galak suruh physical distancing indak  anjing "
"384","semoga lu tarjangkit  tadz"
"385","   jasa  penanganan   neger   jasa   broo intruspeksi"
"386","jijik anjir  rebak   sempetnya negara gua cebongkadrunan ngebuzzer dll yalord stop deh being annoying rat  pls cebongkadrunan kalo  rebak  mending kontribusi   lawan  "
"387"," kumpulin kaum rebah  kaumrebahanlawancorona kaumrebahan  viruscorona coronaupdate"
"388","pakmonggo  respon berjuanglawancovid jatengbersatutumbangkancovidpictwittercomsihijnny"
"389","hahahahahaha ana   doy tungod  nis  hahahahha"
"390","wo society ki help karne  baad tweet pe jankari dena jaroori hai kayak    quarantine helpfightcorona pictwittercomlzswvpydx"
"391","pemerintah aceh  memberlakukankan jam malam  upaya putus mata rantai sebar   surat maklumat jam malam lakukan   wib  wib   maret    mei numagelang nuaceh dirumahsaja"
"392","bodo  ah   buzzer  hand sanitizer   musuh    "
"393","pergi hospital raja  expect   layan  hospital swasta deh  frontliners   tang handle sakit   nak rant and susah sabar sikit aunty ğÿâ€â™€ï â€"
"394","habis tonton drakor save me        korsel garagara shinceonji   bawa  dokter  tuhan  nyembuhinğÿ˜‚seru  cerita  gregetanğÿ˜"
"395"," alih  dana desa  sterilisasi daerah  tingakdan belanja   poal sanitazer gaji awas  dirumahaja"
"396"," mabul island malaysia via ngo  pulau pencil  malaysia     hati ya   stuck  pulau"
"397","lihat berita   sumber  pasien  duga tinggal    janggal   hasil lab negatif  rentet kronologi  janggal   bantah  rs kait    pemerintah  walah menangani wabah "
"398","  lihat   ngeyelya     hati  sakit hati   gawat   lo"
"399","cemas beambah iring  "
"400","indonesia  perang lawan pandemi   bodoh â€"
"401","  masuk tubuh   pengaruh  faktor  ya   rajin cuci tang detik mandi  sabun  benda  semprot  desinfektandilap  menit tindak   basmi virion     sumber tular viruspictwittercomphuckihzme"
"402","hai guys   coba   twitter  bosan  rumah efek     cerita  indonesia  kena   hehehe â˜ï"
"403","lindung     cinta  sebar   unduh pedulilindungi  unduh    henti sebar   indonesia ajar lengkap  link landing page"
"404","you stealing sanitizers  apana tambua unyanyazaji kila mtu mbagathi"
"405","kalo planning nikah undur garagara    tuh nasib"
"406","sabam sirait percaya jokowi utama rakyat  covidinvestor daily sabam sirait percaya jokowi utama rakyat  covidâ â investor daily"
"407","sabam sirait percaya jokowi utama rakyat  covidinvestor daily"
"408","pemerintah kabupaten cianjur putus    siswa ajar  rumah  april  bijak  ambil  cegah sebar     â€  perpanjanganâ€ â€"
"409"," takut    silent killer  "
"410"," kasusi bantu    mendptkn  beeduh   utama   nk elak   dedah   jangkit  jangkit    maklum    situ  malam santun  "
"411"," kaum rebah bilang malas  kaum rebah  pahlawan  iya kaumrebahanlawancorona kaumrebahan dirumahaja  coronaupdate"
"412","  relawan bos  nanganin pasien "
"413","   ganas    cocod pictwittercomapxzcizww"
"414","benda ama sekal nak     tamat  nak lepak  coffee shop  berejamnak minum  menu kopi     selfie ğÿ˜‚ğÿ˜‚"
